class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
60472,12,3,C3+C4+F4,8,2q^2 + 4q^3 + 8q^4 + 6q^5 + 5q^6 + 2q^7 + 1q^8,C3: (3 0 2) -> (3 2 2) ; C4: (2 3 0 2) -> (0 3 2 2) ; F4: (2 2 0 3) -> (0 2 2 3)
60475,14,3,C3+C4+F4,3,2q^3 + 6q^4 + 14q^5 + 18q^6 + 17q^7 + 13q^8 + 8q^9 + 5q^10 + 2q^11 + 1q^12,C3: (3 0 2) -> (3 3 2) ; C4: (3 3 0 2) -> (0 3 3 2) ; F4: (3 2 0 3) -> (0 2 3 3)
60477,9,3,C3+C4+F4,21,1q^2 + 3q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (3 0 3) -> (1 3 3) ; C4: (1 3 0 3) -> (0 1 3 3) ; F4: (2 3 0 3) -> (0 3 3 1)
60479,10,3,C3+C4+F4,20,2q^2 + 4q^3 + 8q^4 + 6q^5 + 5q^6 + 2q^7 + 1q^8,C3: (3 0 3) -> (3 2 3) ; C4: (2 3 0 3) -> (0 3 2 3) ; F4: (2 3 0 3) -> (0 3 2 3)
60481,13,3,C3+C4+F4,3,2q^3 + 6q^4 + 14q^5 + 19q^6 + 18q^7 + 14q^8 + 9q^9 + 5q^10 + 2q^11 + 1q^12,C3: (3 0 3) -> (3 3 3) ; C4: (3 3 0 3) -> (0 3 3 3) ; F4: (3 3 0 3) -> (0 3 3 3)
60486,12,3,C3+C4+F4,8,2q^3 + 4q^4 + 4q^5 + 4q^6 + 2q^7 + 1q^8,C3: (3 1 0) -> (1 2 2) ; C4: (1 3 1 0) -> (0 1 2 2) ; F4: (3 0 1 3) -> (0 2 2 1)
60494,13,3,C3+C4+F4,4,3q^3 + 6q^4 + 8q^5 + 8q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (3 1 0) -> (2 3 1) ; C4: (2 3 1 0) -> (0 2 3 1) ; F4: (3 0 1 3) -> (0 1 3 2)
60498,11,3,C3+C4+F4,7,3q^3 + 5q^4 + 7q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (3 1 0) -> (3 1 2) ; C4: (2 3 1 0) -> (0 3 1 2) ; F4: (3 0 1 3) -> (0 2 1 3)
60503,11,3,C3+C4+F4,8,2q^2 + 2q^3 + 5q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (3 1 0) -> (3 3 0) ; C4: (2 3 1 0) -> (0 3 3 0) ; F4: (2 0 1 3) -> (0 0 3 3)
60508,12,3,C3+C4+F4,8,2q^3 + 5q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,C3: (3 1 1) -> (1 2 3) ; C4: (1 3 1 1) -> (0 1 2 3) ; F4: (3 1 1 3) -> (0 3 2 1)
60512,13,3,C3+C4+F4,4,3q^3 + 9q^4 + 11q^5 + 11q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,C3: (3 1 1) -> (2 3 2) ; C4: (2 3 1 1) -> (0 2 3 2) ; F4: (3 1 1 3) -> (0 2 3 2)
60514,11,3,C3+C4+F4,7,3q^3 + 6q^4 + 8q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (3 1 1) -> (3 1 3) ; C4: (2 3 1 1) -> (0 3 1 3) ; F4: (3 1 1 3) -> (0 3 1 3)
60517,11,3,C3+C4+F4,8,2q^2 + 5q^3 + 8q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (3 1 1) -> (3 3 1) ; C4: (2 3 1 1) -> (0 3 3 1) ; F4: (2 1 1 3) -> (0 1 3 3)
60521,13,3,C3+C4+F4,4,3q^3 + 9q^4 + 12q^5 + 12q^6 + 8q^7 + 5q^8 + 2q^9 + 1q^10,C3: (3 1 2) -> (2 3 3) ; C4: (2 3 1 2) -> (0 2 3 3) ; F4: (3 2 1 3) -> (0 3 3 2)
60523,11,3,C3+C4+F4,8,2q^2 + 5q^3 + 9q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,C3: (3 1 2) -> (3 3 2) ; C4: (2 3 1 2) -> (0 3 3 2) ; F4: (2 2 1 3) -> (0 2 3 3)
60525,9,3,C3+C4+F4,20,2q^2 + 5q^3 + 9q^4 + 7q^5 + 5q^6 + 2q^7 + 1q^8,C3: (3 1 3) -> (3 3 3) ; C4: (2 3 1 3) -> (0 3 3 3) ; F4: (2 3 1 3) -> (0 3 3 3)
60528,12,3,C3+C4+F4,8,3q^3 + 5q^4 + 5q^5 + 4q^6 + 2q^7 + 1q^8,C3: (3 2 0) -> (1 3 2) ; C4: (1 3 2 0) -> (0 1 3 2) ; F4: (3 0 2 3) -> (0 2 3 1)
60534,12,3,C3+C4+F4,7,5q^3 + 7q^4 + 10q^5 + 6q^6 + 5q^7 + 2q^8 + 1q^9,C3: (3 2 0) -> (3 2 2) ; C4: (2 3 2 0) -> (0 3 2 2) ; F4: (3 0 2 3) -> (0 2 2 3)
60539,12,3,C3+C4+F4,8,3q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (3 2 1) -> (1 3 3) ; C4: (1 3 2 1) -> (0 1 3 3) ; F4: (3 1 2 3) -> (0 3 3 1)
60541,12,3,C3+C4+F4,7,5q^3 + 8q^4 + 11q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (3 2 1) -> (3 2 3) ; C4: (2 3 2 1) -> (0 3 2 3) ; F4: (3 1 2 3) -> (0 3 2 3)
60548,12,3,C3+C4+F4,7,5q^3 + 8q^4 + 11q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (3 3 0) -> (3 3 2) ; C4: (2 3 3 0) -> (0 3 3 2) ; F4: (3 0 3 3) -> (0 2 3 3)
60550,12,3,C3+C4+F4,7,5q^3 + 9q^4 + 12q^5 + 8q^6 + 5q^7 + 2q^8 + 1q^9,C3: (3 3 1) -> (3 3 3) ; C4: (2 3 3 1) -> (0 3 3 3) ; F4: (3 1 3 3) -> (0 3 3 3)
95636,2,5,A1+A2+A3+B2+G2,240,1q^4,A1: (0) -> (8) ; A2: (0 10) -> (8 6) ; A3: (0 4 0) -> (0 0 8) ; B2: (0 10) -> (8 2) ; G2: (12 0) -> (0 8)
97305,2,2,A1+B2,20,0,A1: (0) -> (9) ; B2: (0 10) -> (9 1)
97306,2,3,A1+A2+B2,60,1q^5,A1: (0) -> (10) ; A2: (0 10) -> (10 5) ; B2: (0 10) -> (10 0)
102812,2,2,A1+B2,6,0,A1: (0) -> (11) ; B2: (0 11) -> (11 0)
102813,2,3,A1+A2+B2,16,1q^6,A1: (0) -> (12) ; A2: (0 10) -> (12 4) ; B2: (0 12) -> (12 0)
132568,16,4,A4+A5+D5+E6,19,1q + 1q^2 + 1q^3 + 1q^4,A4: (0 0 0 0) -> (1 0 0 1) ; A5: (0 0 0 0 1) -> (1 0 0 1 0) ; D5: (0 0 0 0 1) -> (1 0 0 1 0) ; E6: (0 0 0 0 1 0) -> (1 1 0 0 0 0)
132711,16,4,A4+A5+D5+E6,74,1q + 2q^2 + 2q^3 + 1q^4,A4: (0 0 1 0) -> (1 0 1 1) ; A5: (0 0 1 0 1) -> (1 0 1 1 0) ; D5: (0 0 1 0 1) -> (1 0 1 1 0) ; E6: (0 0 0 1 1 0) -> (1 1 0 1 0 0)
132955,16,4,A4+A5+D5+E6,91,1q + 3q^2 + 3q^3 + 1q^4,A4: (0 1 1 0) -> (1 1 1 1) ; A5: (0 1 1 0 1) -> (1 1 1 1 0) ; D5: (0 1 1 0 1) -> (1 1 1 1 0) ; E6: (0 0 1 1 1 0) -> (0 1 0 1 1 1)
133622,8,2,B4+F4,54,1q^2 + 1q^3,B4: (0 0 2 0) -> (1 1 0 2) ; F4: (0 0 3 0) -> (1 1 0 2)
137523,23,3,D4+D5+E6,3,1q + 2q^3 + 1q^5,D4: (0 0 0 0) -> (0 1 0 0) ; D5: (1 0 0 0 0) -> (0 0 1 0 0) ; E6: (1 0 0 0 0 1) -> (0 0 0 1 0 0)
137550,22,3,D4+D5+E6,15,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,D4: (0 0 0 1) -> (0 1 0 1) ; D5: (1 0 0 0 1) -> (0 0 1 0 1) ; E6: (1 0 0 0 1 1) -> (0 0 0 1 1 0)
137626,20,3,D4+D5+E6,33,1q + 2q^2 + 3q^3 + 2q^4 + 1q^5,D4: (0 0 1 1) -> (0 1 1 1) ; D5: (1 0 0 1 1) -> (0 0 1 1 1) ; E6: (1 0 1 0 1 1) -> (0 0 1 1 1 0)
137725,16,3,D4+D5+E6,29,1q + 3q^2 + 2q^3 + 1q^4,D4: (0 1 0 0) -> (1 0 1 1) ; D5: (1 0 1 0 0) -> (0 1 0 1 1) ; E6: (1 0 0 1 0 1) -> (0 1 1 0 1 0)
137870,16,3,D4+D5+E6,29,1q + 4q^2 + 5q^3 + 3q^4 + 1q^5,D4: (1 0 1 1) -> (1 1 1 1) ; D5: (1 1 0 1 1) -> (0 1 1 1 1) ; E6: (1 1 1 0 1 1) -> (0 1 1 1 1 0)
138965,8,2,C4+F4,54,1q^2 + 1q^3,C4: (0 0 3 0) -> (1 1 0 2) ; F4: (0 2 0 0) -> (2 0 1 1)
147924,10,2,B4+F4,8,1q^4,B4: (0 0 2 0) -> (3 0 0 2) ; F4: (0 0 3 0) -> (3 0 0 2)
150203,8,2,B4+F4,24,1q^3 + 1q^4,B4: (0 1 2 0) -> (3 1 0 2) ; F4: (0 1 3 0) -> (3 1 0 2)
168003,10,2,C4+F4,8,1q^4,C4: (0 0 3 0) -> (3 0 0 2) ; F4: (0 2 0 0) -> (2 0 0 3)
169909,8,2,C4+F4,24,1q^3 + 1q^4,C4: (0 1 3 0) -> (3 1 0 2) ; F4: (0 2 1 0) -> (2 0 1 3)
214275,56,2,A5+E6,8,0,A5: (0 0 0 0 0) -> (0 0 0 1 0) ; E6: (0 1 0 0 0 0) -> (0 0 0 0 1 0)
214287,32,2,A5+E6,2,1q + 1q^2 + 1q^3 + 1q^4 + 1q^5,A5: (0 0 0 0 0) -> (1 0 0 0 1) ; E6: (0 1 0 0 0 0) -> (1 0 0 0 0 1)
214293,49,2,A5+E6,8,0,A5: (0 0 0 0 1) -> (0 0 0 1 1) ; E6: (0 1 0 0 0 1) -> (0 0 0 0 1 1)
214312,36,2,A5+E6,8,0,A5: (0 0 0 1 0) -> (0 0 1 0 1) ; E6: (0 1 0 0 1 0) -> (0 0 0 1 0 1)
214316,50,2,A5+E6,8,0,A5: (0 0 0 1 0) -> (0 1 0 1 0) ; E6: (0 1 0 0 1 0) -> (0 0 1 0 1 0)
214322,32,2,A5+E6,4,1q + 2q^2 + 2q^3 + 2q^4 + 1q^5,A5: (0 0 0 1 0) -> (1 0 0 1 1) ; E6: (0 1 0 0 1 0) -> (1 0 0 0 1 1)
214326,50,2,A5+E6,4,0,A5: (0 0 0 1 0) -> (1 1 0 0 1) ; E6: (0 1 0 0 1 0) -> (1 0 1 0 0 1)
214337,50,2,A5+E6,8,0,A5: (0 0 1 0 0) -> (0 0 1 1 0) ; E6: (0 1 0 1 0 0) -> (0 0 0 1 1 0)
214339,16,2,A5+E6,24,0,A5: (0 0 1 0 0) -> (0 1 0 0 1) ; E6: (0 0 0 1 0 0) -> (0 0 1 0 0 1)
214341,71,2,A5+E6,4,0,A5: (0 0 1 0 0) -> (0 1 0 1 1) ; E6: (0 1 0 1 0 0) -> (0 0 1 0 1 1)
214346,32,2,A5+E6,2,1q + 2q^2 + 3q^3 + 2q^4 + 1q^5,A5: (0 0 1 0 0) -> (1 0 1 0 1) ; E6: (0 1 0 1 0 0) -> (1 0 0 1 0 1)
214350,41,2,A5+E6,8,0,A5: (0 0 1 0 1) -> (0 0 1 1 1) ; E6: (0 1 0 1 0 1) -> (0 0 0 1 1 1)
214354,60,2,A5+E6,4,0,A5: (0 0 1 0 1) -> (1 1 0 1 1) ; E6: (0 1 0 1 0 1) -> (1 0 1 0 1 1)
214357,44,2,A5+E6,8,0,A5: (0 0 1 1 0) -> (0 1 1 1 0) ; E6: (0 1 0 1 1 0) -> (0 0 1 1 1 0)
214359,32,2,A5+E6,4,1q + 3q^2 + 4q^3 + 3q^4 + 1q^5,A5: (0 0 1 1 0) -> (1 0 1 1 1) ; E6: (0 1 0 1 1 0) -> (1 0 0 1 1 1)
214361,44,2,A5+E6,4,0,A5: (0 0 1 1 0) -> (1 1 1 0 1) ; E6: (0 1 0 1 1 0) -> (1 0 1 1 0 1)
214365,44,2,A5+E6,8,0,A5: (0 1 0 0 1) -> (0 1 0 1 1) ; E6: (0 1 1 0 0 1) -> (0 0 1 0 1 1)
214374,32,2,A5+E6,8,0,A5: (0 1 0 1 0) -> (0 1 1 0 1) ; E6: (0 1 1 0 1 0) -> (0 0 1 1 0 1)
214379,32,2,A5+E6,2,1q + 3q^2 + 4q^3 + 3q^4 + 1q^5,A5: (0 1 0 1 0) -> (1 1 0 1 1) ; E6: (0 1 1 0 1 0) -> (1 0 1 0 1 1)
214382,36,2,A5+E6,8,0,A5: (0 1 1 0 1) -> (0 1 1 1 1) ; E6: (0 1 1 1 0 1) -> (0 0 1 1 1 1)
214384,32,2,A5+E6,2,1q + 4q^2 + 6q^3 + 4q^4 + 1q^5,A5: (0 1 1 1 0) -> (1 1 1 1 1) ; E6: (0 1 1 1 1 0) -> (1 0 1 1 1 1)
214401,54,2,D5+E6,3,1q + 1q^3 + 1q^4 + 1q^5 + 1q^7,D5: (0 0 0 0 0) -> (0 1 0 0 0) ; E6: (0 0 0 0 0 1) -> (0 0 1 0 0 0)
214422,59,2,D5+E6,4,1q^2 + 2q^3 + 2q^4 + 3q^5 + 3q^6 + 2q^7 + 1q^8 + 1q^9,D5: (0 0 0 0 1) -> (0 0 1 1 0) ; E6: (0 0 0 0 1 1) -> (0 1 0 1 0 0)
214424,52,2,D5+E6,6,1q + 1q^2 + 2q^3 + 2q^4 + 2q^5 + 1q^6 + 1q^7,D5: (0 0 0 0 1) -> (0 1 0 0 1) ; E6: (0 0 0 0 1 1) -> (0 0 1 0 1 0)
214438,61,2,D5+E6,4,1q^2 + 2q^3 + 4q^4 + 6q^5 + 6q^6 + 6q^7 + 5q^8 + 3q^9 + 2q^10 + 1q^11,D5: (0 0 0 0 1) -> (1 1 0 1 0) ; E6: (0 0 0 0 1 1) -> (1 1 1 0 0 0)
214446,46,2,D5+E6,3,1q + 2q^2 + 4q^3 + 4q^4 + 4q^5 + 2q^6 + 1q^7,D5: (0 0 0 1 1) -> (0 1 0 1 1) ; E6: (0 1 0 0 1 1) -> (0 1 1 0 1 0)
214454,62,2,D5+E6,3,1q^2 + 3q^3 + 6q^4 + 8q^5 + 8q^6 + 7q^7 + 4q^8 + 2q^9 + 1q^10,D5: (0 0 0 1 1) -> (1 1 1 0 0) ; E6: (0 1 0 0 1 1) -> (1 0 1 1 0 0)
214461,58,2,D5+E6,3,1q + 1q^2 + 4q^3 + 3q^4 + 3q^5 + 1q^6 + 1q^7,D5: (0 0 1 0 0) -> (0 1 1 0 0) ; E6: (0 0 0 1 0 1) -> (0 0 1 1 0 0)
214464,32,2,D5+E6,3,1q + 3q^2 + 3q^3 + 2q^4 + 1q^5,D5: (0 0 1 0 0) -> (1 0 0 1 1) ; E6: (0 0 0 1 0 1) -> (1 1 0 0 1 0)
214474,54,2,D5+E6,6,1q + 2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,D5: (0 0 1 0 1) -> (0 1 1 0 1) ; E6: (0 0 0 1 1 1) -> (0 0 1 1 1 0)
214481,68,2,D5+E6,4,1q^2 + 5q^3 + 13q^4 + 19q^5 + 20q^6 + 18q^7 + 12q^8 + 6q^9 + 3q^10 + 1q^11,D5: (0 0 1 0 1) -> (1 1 1 1 0) ; E6: (0 0 0 1 1 1) -> (1 1 1 1 0 0)
214483,46,2,D5+E6,3,1q + 3q^2 + 7q^3 + 8q^4 + 6q^5 + 3q^6 + 1q^7,D5: (0 0 1 1 1) -> (0 1 1 1 1) ; E6: (0 1 0 1 1 1) -> (0 1 1 1 1 0)
214495,45,2,D5+E6,3,1q + 2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,D5: (0 1 0 0 0) -> (1 0 1 0 0) ; E6: (0 0 1 0 0 1) -> (1 0 0 1 0 0)
214508,64,2,D5+E6,4,2q^2 + 5q^3 + 7q^4 + 9q^5 + 7q^6 + 4q^7 + 2q^8 + 1q^9,D5: (0 1 0 0 1) -> (0 1 1 1 0) ; E6: (0 0 1 0 1 1) -> (0 1 1 1 0 0)
214510,42,2,D5+E6,6,1q + 3q^2 + 4q^3 + 4q^4 + 2q^5 + 1q^6,D5: (0 1 0 0 1) -> (1 0 1 0 1) ; E6: (0 0 1 0 1 1) -> (1 0 0 1 1 0)
214520,36,2,D5+E6,3,1q + 5q^2 + 7q^3 + 6q^4 + 3q^5 + 1q^6,D5: (0 1 0 1 1) -> (1 0 1 1 1) ; E6: (0 1 1 0 1 1) -> (1 1 0 1 1 0)
214526,32,2,D5+E6,3,1q + 4q^2 + 5q^3 + 3q^4 + 1q^5,D5: (0 1 1 0 0) -> (1 1 0 1 1) ; E6: (0 0 1 1 0 1) -> (1 1 1 0 1 0)
214543,44,2,D5+E6,3,1q + 1q^2 + 1q^3 + 2q^4 + 1q^5 + 1q^6 + 1q^7,D5: (1 0 0 0 0) -> (1 1 0 0 0) ; E6: (1 0 0 0 0 1) -> (0 0 0 0 1 1)
214556,52,2,D5+E6,4,2q^2 + 4q^3 + 6q^4 + 7q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,D5: (1 0 0 0 1) -> (1 0 1 1 0) ; E6: (1 0 0 0 1 1) -> (1 1 0 1 0 0)
214558,43,2,D5+E6,6,1q + 2q^2 + 3q^3 + 4q^4 + 3q^5 + 2q^6 + 1q^7,D5: (1 0 0 0 1) -> (1 1 0 0 1) ; E6: (1 0 0 0 1 1) -> (1 0 1 0 1 0)
214568,39,2,D5+E6,3,1q + 4q^2 + 7q^3 + 8q^4 + 6q^5 + 3q^6 + 1q^7,D5: (1 0 0 1 1) -> (1 1 0 1 1) ; E6: (1 1 0 0 1 1) -> (1 1 1 0 1 0)
214576,49,2,D5+E6,3,1q + 3q^2 + 5q^3 + 6q^4 + 4q^5 + 2q^6 + 1q^7,D5: (1 0 1 0 0) -> (1 1 1 0 0) ; E6: (1 0 0 1 0 1) -> (0 0 0 1 1 1)
214580,46,2,D5+E6,6,1q + 4q^2 + 8q^3 + 9q^4 + 6q^5 + 3q^6 + 1q^7,D5: (1 0 1 0 1) -> (1 1 1 0 1) ; E6: (1 0 0 1 1 1) -> (1 0 1 1 1 0)
214583,40,2,D5+E6,3,1q + 6q^2 + 13q^3 + 14q^4 + 9q^5 + 4q^6 + 1q^7,D5: (1 0 1 1 1) -> (1 1 1 1 1) ; E6: (1 1 0 1 1 1) -> (1 1 1 1 1 0)
214593,53,2,D5+E6,4,3q^2 + 8q^3 + 12q^4 + 14q^5 + 11q^6 + 6q^7 + 3q^8 + 1q^9,D5: (1 1 0 0 1) -> (1 1 1 1 0) ; E6: (1 0 1 0 1 1) -> (0 1 0 1 1 1)
